SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,SALES_SERVICES,DEPOSIT_INTERBANK_ADD,LOAN_PBC_ADD,OFI_BF_ADD,RECEIVE_ORIGIC_PREMIUM,RECEIVE_REINSURE_NET,INSURED_INVEST_ADD,DISPOSAL_TFA_ADD,RECEIVE_INTEREST_COMMISSION,BORROW_FUND_ADD,LOAN_ADVANCE_REDUCE,REPO_BUSINESS_ADD,RECEIVE_TAX_REFUND,RECEIVE_OTHER_OPERATE,OPERATE_INFLOW_OTHER,OPERATE_INFLOW_BALANCE,TOTAL_OPERATE_INFLOW,BUY_SERVICES,LOAN_ADVANCE_ADD,PBC_INTERBANK_ADD,PAY_ORIGIC_COMPENSATE,PAY_INTEREST_COMMISSION,PAY_POLICY_BONUS,PAY_STAFF_CASH,PAY_ALL_TAX,PAY_OTHER_OPERATE,OPERATE_OUTFLOW_OTHER,OPERATE_OUTFLOW_BALANCE,TOTAL_OPERATE_OUTFLOW,OPERATE_NETCASH_OTHER,OPERATE_NETCASH_BALANCE,NETCASH_OPERATE,WITHDRAW_INVEST,RECEIVE_INVEST_INCOME,DISPOSAL_LONG_ASSET,DISPOSAL_SUBSIDIARY_OTHER,REDUCE_PLEDGE_TIMEDEPOSITS,RECEIVE_OTHER_INVEST,INVEST_INFLOW_OTHER,INVEST_INFLOW_BALANCE,TOTAL_INVEST_INFLOW,CONSTRUCT_LONG_ASSET,INVEST_PAY_CASH,PLEDGE_LOAN_ADD,OBTAIN_SUBSIDIARY_OTHER,ADD_PLEDGE_TIMEDEPOSITS,PAY_OTHER_INVEST,INVEST_OUTFLOW_OTHER,INVEST_OUTFLOW_BALANCE,TOTAL_INVEST_OUTFLOW,INVEST_NETCASH_OTHER,INVEST_NETCASH_BALANCE,NETCASH_INVEST,ACCEPT_INVEST_CASH,SUBSIDIARY_ACCEPT_INVEST,RECEIVE_LOAN_CASH,ISSUE_BOND,RECEIVE_OTHER_FINANCE,FINANCE_INFLOW_OTHER,FINANCE_INFLOW_BALANCE,TOTAL_FINANCE_INFLOW,PAY_DEBT_CASH,ASSIGN_DIVIDEND_PORFIT,SUBSIDIARY_PAY_DIVIDEND,BUY_SUBSIDIARY_EQUITY,PAY_OTHER_FINANCE,SUBSIDIARY_REDUCE_CASH,FINANCE_OUTFLOW_OTHER,FINANCE_OUTFLOW_BALANCE,TOTAL_FINANCE_OUTFLOW,FINANCE_NETCASH_OTHER,FINANCE_NETCASH_BALANCE,NETCASH_FINANCE,RATE_CHANGE_EFFECT,CCE_ADD_OTHER,CCE_ADD_BALANCE,CCE_ADD,BEGIN_CCE,END_CCE_OTHER,END_CCE_BALANCE,END_CCE,NETPROFIT,ASSET_IMPAIRMENT,FA_IR_DEPR,OILGAS_BIOLOGY_DEPR,IR_DEPR,IA_AMORTIZE,LPE_AMORTIZE,DEFER_INCOME_AMORTIZE,PREPAID_EXPENSE_REDUCE,ACCRUED_EXPENSE_ADD,DISPOSAL_LONGASSET_LOSS,FA_SCRAP_LOSS,FAIRVALUE_CHANGE_LOSS,FINANCE_EXPENSE,INVEST_LOSS,DEFER_TAX,DT_ASSET_REDUCE,DT_LIAB_ADD,PREDICT_LIAB_ADD,INVENTORY_REDUCE,OPERATE_RECE_REDUCE,OPERATE_PAYABLE_ADD,OTHER,OPERATE_NETCASH_OTHERNOTE,OPERATE_NETCASH_BALANCENOTE,NETCASH_OPERATENOTE,DEBT_TRANSFER_CAPITAL,CONVERT_BOND_1YEAR,FINLEASE_OBTAIN_FA,UNINVOLVE_INVESTFIN_OTHER,END_CASH,BEGIN_CASH,END_CASH_EQUIVALENTS,BEGIN_CASH_EQUIVALENTS,CCE_ADD_OTHERNOTE,CCE_ADD_BALANCENOTE,CCE_ADDNOTE,SALES_SERVICES_YOY,DEPOSIT_INTERBANK_ADD_YOY,LOAN_PBC_ADD_YOY,OFI_BF_ADD_YOY,RECEIVE_ORIGIC_PREMIUM_YOY,RECEIVE_REINSURE_NET_YOY,INSURED_INVEST_ADD_YOY,DISPOSAL_TFA_ADD_YOY,RECEIVE_INTEREST_COMMISSION_YOY,BORROW_FUND_ADD_YOY,LOAN_ADVANCE_REDUCE_YOY,REPO_BUSINESS_ADD_YOY,RECEIVE_TAX_REFUND_YOY,RECEIVE_OTHER_OPERATE_YOY,OPERATE_INFLOW_OTHER_YOY,OPERATE_INFLOW_BALANCE_YOY,TOTAL_OPERATE_INFLOW_YOY,BUY_SERVICES_YOY,LOAN_ADVANCE_ADD_YOY,PBC_INTERBANK_ADD_YOY,PAY_ORIGIC_COMPENSATE_YOY,PAY_INTEREST_COMMISSION_YOY,PAY_POLICY_BONUS_YOY,PAY_STAFF_CASH_YOY,PAY_ALL_TAX_YOY,PAY_OTHER_OPERATE_YOY,OPERATE_OUTFLOW_OTHER_YOY,OPERATE_OUTFLOW_BALANCE_YOY,TOTAL_OPERATE_OUTFLOW_YOY,OPERATE_NETCASH_OTHER_YOY,OPERATE_NETCASH_BALANCE_YOY,NETCASH_OPERATE_YOY,WITHDRAW_INVEST_YOY,RECEIVE_INVEST_INCOME_YOY,DISPOSAL_LONG_ASSET_YOY,DISPOSAL_SUBSIDIARY_OTHER_YOY,REDUCE_PLEDGE_TIMEDEPOSITS_YOY,RECEIVE_OTHER_INVEST_YOY,INVEST_INFLOW_OTHER_YOY,INVEST_INFLOW_BALANCE_YOY,TOTAL_INVEST_INFLOW_YOY,CONSTRUCT_LONG_ASSET_YOY,INVEST_PAY_CASH_YOY,PLEDGE_LOAN_ADD_YOY,OBTAIN_SUBSIDIARY_OTHER_YOY,ADD_PLEDGE_TIMEDEPOSITS_YOY,PAY_OTHER_INVEST_YOY,INVEST_OUTFLOW_OTHER_YOY,INVEST_OUTFLOW_BALANCE_YOY,TOTAL_INVEST_OUTFLOW_YOY,INVEST_NETCASH_OTHER_YOY,INVEST_NETCASH_BALANCE_YOY,NETCASH_INVEST_YOY,ACCEPT_INVEST_CASH_YOY,SUBSIDIARY_ACCEPT_INVEST_YOY,RECEIVE_LOAN_CASH_YOY,ISSUE_BOND_YOY,RECEIVE_OTHER_FINANCE_YOY,FINANCE_INFLOW_OTHER_YOY,FINANCE_INFLOW_BALANCE_YOY,TOTAL_FINANCE_INFLOW_YOY,PAY_DEBT_CASH_YOY,ASSIGN_DIVIDEND_PORFIT_YOY,SUBSIDIARY_PAY_DIVIDEND_YOY,BUY_SUBSIDIARY_EQUITY_YOY,PAY_OTHER_FINANCE_YOY,SUBSIDIARY_REDUCE_CASH_YOY,FINANCE_OUTFLOW_OTHER_YOY,FINANCE_OUTFLOW_BALANCE_YOY,TOTAL_FINANCE_OUTFLOW_YOY,FINANCE_NETCASH_OTHER_YOY,FINANCE_NETCASH_BALANCE_YOY,NETCASH_FINANCE_YOY,RATE_CHANGE_EFFECT_YOY,CCE_ADD_OTHER_YOY,CCE_ADD_BALANCE_YOY,CCE_ADD_YOY,BEGIN_CCE_YOY,END_CCE_OTHER_YOY,END_CCE_BALANCE_YOY,END_CCE_YOY,NETPROFIT_YOY,ASSET_IMPAIRMENT_YOY,FA_IR_DEPR_YOY,OILGAS_BIOLOGY_DEPR_YOY,IR_DEPR_YOY,IA_AMORTIZE_YOY,LPE_AMORTIZE_YOY,DEFER_INCOME_AMORTIZE_YOY,PREPAID_EXPENSE_REDUCE_YOY,ACCRUED_EXPENSE_ADD_YOY,DISPOSAL_LONGASSET_LOSS_YOY,FA_SCRAP_LOSS_YOY,FAIRVALUE_CHANGE_LOSS_YOY,FINANCE_EXPENSE_YOY,INVEST_LOSS_YOY,DEFER_TAX_YOY,DT_ASSET_REDUCE_YOY,DT_LIAB_ADD_YOY,PREDICT_LIAB_ADD_YOY,INVENTORY_REDUCE_YOY,OPERATE_RECE_REDUCE_YOY,OPERATE_PAYABLE_ADD_YOY,OTHER_YOY,OPERATE_NETCASH_OTHERNOTE_YOY,OPERATE_NETCASH_BALANCENOTE_YOY,NETCASH_OPERATENOTE_YOY,DEBT_TRANSFER_CAPITAL_YOY,CONVERT_BOND_1YEAR_YOY,FINLEASE_OBTAIN_FA_YOY,UNINVOLVE_INVESTFIN_OTHER_YOY,END_CASH_YOY,BEGIN_CASH_YOY,END_CASH_EQUIVALENTS_YOY,BEGIN_CASH_EQUIVALENTS_YOY,CCE_ADD_OTHERNOTE_YOY,CCE_ADD_BALANCENOTE_YOY,CCE_ADDNOTE_YOY,OPINION_TYPE,OSOPINION_TYPE,MINORITY_INTEREST,MINORITY_INTEREST_YOY,USERIGHT_ASSET_AMORTIZE,USERIGHT_ASSET_AMORTIZE_YOY
002714.SZ,002714,牧原股份,10182022,通用,2020-12-31 00:00:00,年报,2020年报,058001001,2021-04-30 00:00:00,2022-04-30 00:00:00,CNY,56968155815.15,,,,,,,,,,,,,3077017011.28,,0.0,60045172826.43,28104159941.59,,,,,,6804352871.34,50327282.99,1900581534.52,,0.0,36859421630.44,,0.0,23185751195.99,2305000000.0,39062273.96,8954602.91,,,20577570.4,,0.0,2373594447.27,46070787544.35,1630200000.0,,,,25912561.32,,0.0,47726900105.67,,0.0,-45353305658.4,5641870986.0,5150000000.0,32725762444.46,,5720205.42,,0.0,38373353635.88,8780313300.43,3413824578.82,1015451516.45,,55149828.27,,,0.0,12249287707.52,,0.0,26124065928.36,1232817.64,,0.0,3957744283.59,9951200972.51,,0.0,13908945256.1,30374769876.15,4248981.4,3579084362.02,3579084362.02,,17409824.23,18795404.63,,,,-1224379.79,18720865.05,,1054475541.33,-50659179.04,-3118308.33,-3118308.33,,,-14013046322.9,-2036405624.83,2991731449.24,1230968706.83,,0.0,23185751195.99,,,,,13908945256.1,9951200972.51,,,,,3957744283.59,178.622083579,,,,,,,,,,,,,267.749976183,,,182.1260176117,288.3815179109,,,,,,131.2820949661,47.9366959078,75.6626921221,,,226.3568420924,,,132.1152678197,-1.4957264957,51.1936366311,-89.4428368695,,,,,,-3.1445309735,251.1332300887,-23.4288398309,,,,,,,212.9714828742,,,-254.3519293507,-59.7910622326,-26.4285714286,220.2074518739,,92.6721711511,,,58.2110833533,-32.4518789732,286.2767375806,,,736.8711726445,,,,-11.8056543571,,,152.0275978242,132.4816162229,,,-47.5914393667,314.721917613,,,39.7715240052,379.3651193863,176.450697652,114.7065863233,114.7065863233,,56.6653561776,199.8679396941,,,,77.9000995849,175.4581793401,,60.9484721728,-19.8729188752,84.3014658856,84.3014658856,,,-935.3590746517,-75.5538163609,-23.0065606013,,,,132.1152678197,,,,,39.7715240052,314.721917613,,,,,-47.5914393667,标准无保留意见,,,,,
002714.SZ,002714,牧原股份,10182022,通用,2020-09-30 00:00:00,三季报,2020三季报,058001001,2020-10-20 00:00:00,2021-10-19 00:00:00,CNY,39601493621.52,,,,,,,,,,,,,2053558406.7,,0.0,41655052028.22,16793168929.19,,,,,,4460739321.66,33356151.37,1267606066.67,,0.0,22554870468.89,,0.0,19100181559.33,2305000000.0,33562273.96,6607139.92,,,17919170.4,,0.0,2363088584.28,31687665926.6,1623400000.0,,,,25412161.32,,0.0,33336478087.92,,0.0,-30973389503.64,5150000000.0,5150000000.0,25706850089.56,,15696075.07,,0.0,30872546164.63,4235565934.59,2788020915.85,905895616.45,,34274387.25,,,0.0,7057861237.69,,0.0,23814684926.94,1250051.01,,0.0,11942727033.64,9951200972.51,,0.0,21893928006.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.0736070758,,,,,,,,,,,,,276.3892218065,,,240.7389920213,262.6961914244,,,,,,122.8100301559,37.5082721325,50.4225008981,,,200.7683344226,,,304.1655799978,48.1362467866,173.0284449852,-92.1550486252,,,,,,42.9995979209,440.9754054754,-10.2598120509,,,,,,,334.8327493317,,,-415.0221536605,3.4400340704,,234.1722188108,,775.0726858512,,,143.6046166604,-58.0730216102,346.8474317863,,,545.9094022249,,,,-34.2321868641,,,1126.4632561801,312972.5559393302,,,1727.2917952273,314.721917613,,,617.1135696475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002714.SZ,002714,牧原股份,10182022,通用,2020-06-30 00:00:00,中报,2020中报,058001001,2020-07-18 00:00:00,2021-08-27 00:00:00,CNY,21314976743.34,,,,,,,,,,,,,1398740200.99,,0.0,22713716944.33,8175269863.44,,,,,,2649262727.75,22858932.06,725714696.13,,0.0,11573106219.38,,0.0,11140610724.95,2135000000.0,30066575.33,4506085.24,,,10587589.0,,0.0,2180160249.57,17989313734.67,1620000000.0,,,,21885511.32,,0.0,19631199245.99,,0.0,-17451038996.42,5150000000.0,5150000000.0,19495227498.58,,4667390.91,,0.0,24649894889.49,3416149999.98,1600072465.84,36630000.0,,24408437.85,,,0.0,5040630903.67,,0.0,19609263985.82,1266144.91,,0.0,13300101859.26,9951200972.51,,0.0,23251302831.77,11758025711.1,3088357.0,1339223117.04,1339223117.04,,7980617.95,7353677.67,,,,14918.61,6663092.32,,393628778.74,-24816667.78,-5281878.34,-5281878.34,,,-4160554630.46,-367704399.12,1564333331.08,618656699.14,,0.0,11140610724.95,,,,,23251302831.77,9951200972.51,,,,,13300101859.26,200.4610663313,,,,,,,,,,,,,311.3050035022,,,205.5315912389,97.8326506749,,,,,,113.4419750621,44.1915166714,14.5394270638,,,92.1461844566,,,689.5041981303,88.9380530973,486.0080146689,-94.616102944,,,,,,78.8737377705,440.9294775693,138.2352941176,,,,,,,390.0901622635,,,-526.2026436566,,,291.2452451301,,249.0912670806,,,394.5603803054,-23.6619247987,534.3618559288,,,452.8904378614,,,,6.5295074531,,,7665.1982574607,319793.197828557,,,1284.1394131756,314.721917613,,,1721.7734783183,7961.7241566205,-8.5207854457,73.8183613453,73.8183613453,,51.939810335,186.5320443699,,,,100.1481784916,1266.894155075,,19.8376840755,-47.0810917359,33.0139376489,33.0139376489,,,-9467.4141567465,42.4009410301,34.078998903,,,,689.5041981303,,,,,1721.7734783183,314.721917613,,,,,1284.1394131756,,,,,,
002714.SZ,002714,牧原股份,10182022,通用,2020-03-31 00:00:00,一季报,2020一季报,058001001,2020-04-27 00:00:00,2021-04-30 00:00:00,CNY,8158503866.32,,,,,,,,,,,,,780302711.15,,0.0,8938806577.47,3002363978.15,,,,,,1122993125.3,12990415.44,415702726.36,,0.0,4554050245.25,,0.0,4384756332.22,2030000000.0,28126465.75,1577409.05,,,,,0.0,2059703874.8,7804663940.26,1620000000.0,,,,,,0.0,9424663940.26,,0.0,-7364960065.46,4350000000.0,4350000000.0,10839868097.62,,,,0.0,15189868097.62,2173849621.41,193448795.55,,,2250779.52,,,0.0,2369549196.48,,0.0,12820318901.14,1266765.56,,0.0,9841381933.46,9951200972.51,,0.0,19792582905.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.4437379078,,,,,,,,,,,,,191.9716663561,,,173.1199983407,37.1326298542,,,,,,89.3405088725,26.4607188138,-31.9161399407,,,33.8111435762,,,3460.1720178969,113.2352941176,550.3599983346,10694.0059875118,,,,,,115.3737413391,398.58094343,217.6470588235,,,,,,,354.1184926049,,,-558.1521224739,,,245.5239965769,,,,,384.0287135043,-11.7040743625,97.0259129096,,,-48.7660667917,,,,-7.6048587793,,,2134.9289858203,,,,1556.0543286729,266.4933175501,,,870.5321200213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002714.SZ,002714,牧原股份,10182022,通用,2019-12-31 00:00:00,年报,2019年报,058001001,2020-02-27 00:00:00,2021-04-30 00:00:00,CNY,20446389275.17,,,,,,,,,,,,,836714401.24,,0.0,21283103676.41,7236224857.65,,,,,,2942014543.9,34019472.1,1081949451.85,,0.0,11294208325.5,,0.0,9988895350.91,2340000000.0,25835924.6,84820162.38,,,,,0.0,2450656086.98,13120600272.64,2129000000.0,,,,,,0.0,15249600272.64,,0.0,-12798944185.66,14031385307.0,7000000000.0,10220175156.12,,2968879.93,,0.0,24254529343.05,12998604797.53,883776900.52,,,6590002.15,,,0.0,13888971700.2,,0.0,10365557642.85,-3795431.95,,0.0,7551713376.15,2399487596.36,,0.0,9951200972.51,6336458087.53,1536976.19,1666965333.16,1666965333.16,,11112746.72,6267894.01,,,,-5540205.01,6796263.99,,655163436.53,-42260737.05,-19863691.14,-19863691.14,,,-1353447964.67,-1159989379.35,3885696590.0,,,0.0,9988895350.91,,,,,9951200972.51,2399487596.36,,,,,7551713376.15,52.0671246226,,,,,,,,,,,,,33.041910727,,,51.2169973123,-29.1203697035,,,,,,66.2621011143,62.5621069638,50.840584657,,,-11.1873063813,,,635.7438764862,-60.9022556391,-51.6400542184,855.3812219067,,,,,,-59.4752182535,159.9528977644,-68.6034508185,,,,,,,28.924709648,,,-121.3968417646,894.780950514,396.2779156328,-25.3745037768,,-58.2798229344,,,60.4888923634,18.645596877,-40.0493100969,,,-81.4162376187,,,,11.4196501032,,,291.5309988465,-3160.4921348183,,,525.206352308,-42.5341118061,,,314.721917613,1099.9072286096,132.4852672848,31.0966000014,31.0966000014,,8.677819058,75.8681577628,,,,-2321.0199532416,67.0216986698,,12.7448063926,40.0469258997,-311.0402428602,-311.0402428602,,,16.9064070534,-210.6535003915,275.175140033,,,,635.7438764862,,,,,314.721917613,-42.5341118061,,,,,525.206352308,标准无保留意见,,,,,
002714.SZ,002714,牧原股份,10182022,通用,2019-09-30 00:00:00,三季报,2019三季报,058001001,2019-10-12 00:00:00,2020-10-20 00:00:00,CNY,11679320594.44,,,,,,,,,,,,,545594370.86,,0.0,12224914965.3,4630092437.21,,,,,,2002037035.11,24257559.82,842697109.21,,0.0,7499084141.35,,0.0,4725830823.95,1556000000.0,12292592.43,84221553.51,,,,,0.0,1652514145.94,5857505832.22,1809000000.0,,,,,,0.0,7666505832.22,,0.0,-6013991686.28,4978729992.0,,7692695156.12,,1793688.15,,0.0,12673218836.27,10102244657.86,623931283.37,,,5306376.89,,,0.0,10731482318.12,,0.0,1941736518.15,-399.54,,0.0,653575256.28,2399487596.36,,0.0,3053062852.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0076197283,,,,,,,,,,,,,32.3000098037,,,26.2756596243,-35.9224616859,,,,,,59.0069849463,68.9584815842,82.5227289017,,,-16.3133087016,,,556.1564816334,-64.2889340533,-68.8796764811,7382.4459618472,,,,,,-62.4242313841,71.141007535,-66.7829599706,,,,,,,-13.5546895141,,,-34.5170937714,,,-24.8533865155,,140.8001375458,,,23.7901887088,24.5263843903,-47.08911783,,,-85.7736863247,,,,15.0330227118,,,113.7028242002,99.6567723925,,,122.996427708,-42.5341118061,,,128.9637932231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002714.SZ,002714,牧原股份,10182022,通用,2019-06-30 00:00:00,中报,2019中报,058001001,2019-08-27 00:00:00,2020-07-18 00:00:00,CNY,7094089428.49,,,,,,,,,,,,,340073713.93,,0.0,7434163142.42,4132416886.47,,,,,,1241209807.48,15853174.02,633593789.26,,0.0,6023073657.23,,0.0,1411089485.19,1130000000.0,5130744.73,83695605.49,,,,,0.0,1218826350.22,3325630138.61,680000000.0,,,,,,0.0,4005630138.61,,0.0,-2786803788.39,,,4982866307.32,1097600000.0,1337011.65,,0.0,4984203318.97,4475027685.69,252233398.16,,,4414697.05,,,0.0,4731675780.9,,0.0,252527538.07,-396.05,,0.0,-1123187161.18,2399487596.36,,0.0,1276300435.18,-149560395.11,3376020.46,770472754.82,770472754.82,,5252486.45,2566441.63,,,,-10067999.64,487462.2,,328468279.22,-16872779.15,-7885040.79,-7885040.79,,,-43486720.26,-638386122.44,1166725097.8,,,0.0,1411089485.19,,,,,1276300435.18,2399487596.36,,,,,-1123187161.18,27.7257268439,,,,,,,,,,,,,21.7803043346,,,27.4411128824,-16.0794574197,,,,,,49.6793584207,48.3957735996,152.0881400223,,,0.1264205971,,,875.0749406367,-53.1546569398,-76.7668332911,23017.2275089123,,,,,,-49.9380990767,26.6465410991,-82.3834196891,,,,,,,-38.2410912809,,,31.2117046183,,,4.010504001,22.0572699472,79.4919530579,,,-12.4153751342,8.9302770544,-48.2947411096,,,-88.0827365563,,,,2.1291485071,,,-76.1247743512,99.8312730439,,,64.6337434331,-42.5341118061,,,27.6777090324,-90.1455872949,7283.5322858083,26.8253432124,26.8253432124,,4.143406219,39.2011164677,,,,-686.4832180338,,,23.5069925919,43.7873006255,-13252269.394957984,-13252269.394957984,,,94.8224347376,-567.1583526894,5962.8127164922,,,,875.0749406367,,,,,27.6777090324,-42.5341118061,,,,,64.6337434331,,,,,,
002714.SZ,002714,牧原股份,10182022,通用,2019-03-31 00:00:00,一季报,2019一季报,058001001,2019-04-13 00:00:00,2020-04-27 00:00:00,CNY,3005596640.1,,,,,,,,,,,,,267252888.23,,0.0,3272849528.33,2189387005.37,,,,,,593107693.64,10272292.9,610574556.14,,0.0,3403341548.05,,0.0,-130492019.72,952000000.0,4324753.34,14613.75,,,,,0.0,956339367.09,1565375500.83,510000000.0,,,,,,0.0,2075375500.83,,0.0,-1119036133.74,,,3137225838.15,797600000.0,990485.35,,0.0,3138216323.5,2462004453.45,98184443.2,,,4393142.16,,,0.0,2564582038.81,,0.0,573634284.69,,,0.0,-675893868.77,2715247590.06,,0.0,2039353721.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9837518895,,,,,,,,,,,,,72.5690887461,,,28.8234858124,-0.3630121491,,,,,,43.3899394066,77.5546349089,342.5067895667,,,23.5439110904,,,39.0775602282,144.3511656063,146.9630825154,-95.9885793058,,,,,,144.1393229892,-16.3478311817,-74.5663590872,,,,,,,-46.4627738523,,,67.8879941426,,,-4.9729391518,-11.3038643314,110.5713684012,,,-25.3005362191,25.9327555852,38.5937061468,,,10676.4116814191,,,,26.5898093401,,,-73.6287219243,,,,55.6503148254,-34.971902057,,,-23.0864578169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002714.SZ,002714,牧原股份,10182022,通用,2018-12-31 00:00:00,年报,2018年报,058001001,2019-03-27 00:00:00,2020-02-27 00:00:00,CNY,13445634173.67,,,,,,,,,,,,,628910391.22,,0.0,14074544564.89,10209174098.93,,,,,,1769504008.54,20927061.5,717280070.42,,0.0,12716885239.39,,0.0,1357659325.5,5985000000.0,53424221.6,8878148.37,,,,,0.0,6047302369.97,5047299101.29,6781000000.0,,,,,,0.0,11828299101.29,,0.0,-5780996731.32,1410500000.0,1410500000.0,13695286026.05,4489668892.8,7116172.89,,0.0,15112902198.94,10955825702.5,1474173027.78,,,35461076.26,,,0.0,12465459806.54,,0.0,2647442392.4,-116406.72,,0.0,-1776011420.14,4175499016.5,,0.0,2399487596.36,528078999.48,661106.92,1271554970.26,1271554970.26,,10225404.61,3563973.2,,,,249444.18,4069090.45,,581102986.02,-70489691.62,-4832541.7,-4832541.7,,,-1628823494.9,-373402964.36,1035702042.96,,,0.0,1357659325.5,,,,,2399487596.36,4175499016.5,,,,,-1776011420.14,33.7698633441,,,,,,,,,,,,,0.9260681959,,,31.8525507028,39.02320541,,,,,,53.6913897421,17.8736963224,91.4133406141,,,43.090189014,,,-24.0315601299,312.7586206897,267.8059022611,1916.5337032718,,,,,,312.7948995078,-19.5823985841,316.0122699387,,,,,,,49.604841741,,,10.2524215417,-74.4073167424,,125.454990889,45.206267707,-42.5842505931,,,2.8776538196,97.7641124119,34.5533023148,,,1428.0881224863,,,,87.7958683748,,,-67.1223144147,,,,-152.2642353846,437.1384542347,,,-42.5341118061,-77.6760750672,45.0235845673,44.4683924913,44.4683924913,,15.1520230289,733.8582109377,,,,,-29.2239186967,,79.0460216782,-227.6103372124,-8121818.823529412,-8121818.823529412,,,-3.9226211803,-532.2723425815,449.7283503381,,,,-24.0315601299,,,,,-42.5341118061,437.1384542347,,,,,-152.2642353846,标准无保留意见,,,,,
002714.SZ,002714,牧原股份,10182022,通用,2018-09-30 00:00:00,三季报,2018三季报,058001001,2018-10-23 00:00:00,2019-10-12 00:00:00,CNY,9268741540.89,,,,,,,,,,,,,412391784.15,0.0,0.0,9681133325.04,7225765157.38,,,,,,1259087477.06,14357112.82,461694340.36,0.0,0.0,8960904087.62,,0.0,720229237.42,4357192816.15,39500207.71,1125588.53,,,,0.0,0.0,4397818612.39,3422619696.23,5446000000.0,,,,,0.0,0.0,8868619696.23,,0.0,-4470801083.84,,,10236915277.23,2992890000.0,744886.68,,0.0,10237660163.91,8112533506.31,1179211643.77,,,37299732.11,,0.0,0.0,9329044882.19,,0.0,908615281.72,-116406.72,,0.0,-2842072971.42,4175499016.5,,0.0,1333426045.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.3008771556,,,,,,,,,,,,,-13.8719674784,,,26.5976923888,41.451860856,,,,,,59.3530498616,21.6222755175,95.0233294085,,,45.7779862293,,,-51.9914795634,437.9250390309,322.3884725835,673.5676670711,,,,,,436.6484417871,-20.2210069565,280.8391608392,,,,,,,55.0423709387,,,8.770878565,,,159.816228109,76.6733076548,-89.3566980693,,,17.7734237097,116.4556808153,16.0340539852,,,2427.1581586002,,,,95.7565868568,,,-76.8625862515,,,,-639.6808700004,437.1384542347,,,2.2580928151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002714.SZ,002714,牧原股份,10182022,通用,2018-06-30 00:00:00,中报,2018中报,058001001,2018-08-15 00:00:00,2019-08-27 00:00:00,CNY,5554158589.49,,,,,,,,,,,,,279251818.09,0.0,0.0,5833410407.58,4924201821.64,,,,,,829245809.56,10683036.07,251338198.3,0.0,0.0,6015468865.57,,0.0,-182058457.99,2412192816.15,22083708.15,362048.63,,,,0.0,0.0,2434638572.93,2625914699.09,3860000000.0,,,,,0.0,0.0,6485914699.09,,0.0,-4051276126.16,,,4790733739.04,899250000.0,744886.68,,0.0,5690728625.72,4108157811.31,487829291.59,,,37044553.65,,0.0,0.0,4633031656.55,,0.0,1057696969.17,-234728.35,,0.0,-3175872343.33,4175499016.5,,0.0,999626673.17,-78655727.56,45723.65,607506934.58,607506934.58,,5043513.21,1843693.28,,,,1716673.1,,,265951159.79,-30015956.07,59.5,59.5,,,-839906752.62,-95687346.17,-19900432.68,,0.0,0.0,-182058457.99,,,,,999626673.17,4175499016.5,,,,,-3175872343.33,30.4538440898,,,,,,,,,,,,,-12.0526806684,,,27.503792753,57.2847042595,,,,,,71.2726523338,27.3435376283,133.6463646996,,,61.2343577764,,,-121.5657329055,704.06427205,234.6016386364,428.7341249552,,,,,,693.8992020703,-1.8328508084,286.0,,,,,,,76.4902408976,,,-20.277513434,,,118.1076138875,0.3991403132,114.1395581281,,,-7.3817379138,45.0865360474,276.3253917046,,,2411.1998285869,,,,56.3825367991,,,-66.7564036882,,,,-582.9600780257,437.1384542347,,,-30.3369234909,-106.5531789505,-70.399026431,53.7699185705,53.7699185705,,24.0238336716,3630.4410725953,,,,376.4639972201,,,85.0790504961,-172.3623776394,,,,,-27.746754516,-173.1666715264,94.4988313632,,,,-121.5657329055,,,,,-30.3369234909,437.1384542347,,,,,-582.9600780257,,,,,,
