SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,SALES_SERVICES,DEPOSIT_INTERBANK_ADD,LOAN_PBC_ADD,OFI_BF_ADD,RECEIVE_ORIGIC_PREMIUM,RECEIVE_REINSURE_NET,INSURED_INVEST_ADD,DISPOSAL_TFA_ADD,RECEIVE_INTEREST_COMMISSION,BORROW_FUND_ADD,LOAN_ADVANCE_REDUCE,REPO_BUSINESS_ADD,RECEIVE_TAX_REFUND,RECEIVE_OTHER_OPERATE,OPERATE_INFLOW_OTHER,OPERATE_INFLOW_BALANCE,TOTAL_OPERATE_INFLOW,BUY_SERVICES,LOAN_ADVANCE_ADD,PBC_INTERBANK_ADD,PAY_ORIGIC_COMPENSATE,PAY_INTEREST_COMMISSION,PAY_POLICY_BONUS,PAY_STAFF_CASH,PAY_ALL_TAX,PAY_OTHER_OPERATE,OPERATE_OUTFLOW_OTHER,OPERATE_OUTFLOW_BALANCE,TOTAL_OPERATE_OUTFLOW,OPERATE_NETCASH_OTHER,OPERATE_NETCASH_BALANCE,NETCASH_OPERATE,WITHDRAW_INVEST,RECEIVE_INVEST_INCOME,DISPOSAL_LONG_ASSET,DISPOSAL_SUBSIDIARY_OTHER,REDUCE_PLEDGE_TIMEDEPOSITS,RECEIVE_OTHER_INVEST,INVEST_INFLOW_OTHER,INVEST_INFLOW_BALANCE,TOTAL_INVEST_INFLOW,CONSTRUCT_LONG_ASSET,INVEST_PAY_CASH,PLEDGE_LOAN_ADD,OBTAIN_SUBSIDIARY_OTHER,ADD_PLEDGE_TIMEDEPOSITS,PAY_OTHER_INVEST,INVEST_OUTFLOW_OTHER,INVEST_OUTFLOW_BALANCE,TOTAL_INVEST_OUTFLOW,INVEST_NETCASH_OTHER,INVEST_NETCASH_BALANCE,NETCASH_INVEST,ACCEPT_INVEST_CASH,SUBSIDIARY_ACCEPT_INVEST,RECEIVE_LOAN_CASH,ISSUE_BOND,RECEIVE_OTHER_FINANCE,FINANCE_INFLOW_OTHER,FINANCE_INFLOW_BALANCE,TOTAL_FINANCE_INFLOW,PAY_DEBT_CASH,ASSIGN_DIVIDEND_PORFIT,SUBSIDIARY_PAY_DIVIDEND,BUY_SUBSIDIARY_EQUITY,PAY_OTHER_FINANCE,SUBSIDIARY_REDUCE_CASH,FINANCE_OUTFLOW_OTHER,FINANCE_OUTFLOW_BALANCE,TOTAL_FINANCE_OUTFLOW,FINANCE_NETCASH_OTHER,FINANCE_NETCASH_BALANCE,NETCASH_FINANCE,RATE_CHANGE_EFFECT,CCE_ADD_OTHER,CCE_ADD_BALANCE,CCE_ADD,BEGIN_CCE,END_CCE_OTHER,END_CCE_BALANCE,END_CCE,NETPROFIT,ASSET_IMPAIRMENT,FA_IR_DEPR,OILGAS_BIOLOGY_DEPR,IR_DEPR,IA_AMORTIZE,LPE_AMORTIZE,DEFER_INCOME_AMORTIZE,PREPAID_EXPENSE_REDUCE,ACCRUED_EXPENSE_ADD,DISPOSAL_LONGASSET_LOSS,FA_SCRAP_LOSS,FAIRVALUE_CHANGE_LOSS,FINANCE_EXPENSE,INVEST_LOSS,DEFER_TAX,DT_ASSET_REDUCE,DT_LIAB_ADD,PREDICT_LIAB_ADD,INVENTORY_REDUCE,OPERATE_RECE_REDUCE,OPERATE_PAYABLE_ADD,OTHER,OPERATE_NETCASH_OTHERNOTE,OPERATE_NETCASH_BALANCENOTE,NETCASH_OPERATENOTE,DEBT_TRANSFER_CAPITAL,CONVERT_BOND_1YEAR,FINLEASE_OBTAIN_FA,UNINVOLVE_INVESTFIN_OTHER,END_CASH,BEGIN_CASH,END_CASH_EQUIVALENTS,BEGIN_CASH_EQUIVALENTS,CCE_ADD_OTHERNOTE,CCE_ADD_BALANCENOTE,CCE_ADDNOTE,SALES_SERVICES_YOY,DEPOSIT_INTERBANK_ADD_YOY,LOAN_PBC_ADD_YOY,OFI_BF_ADD_YOY,RECEIVE_ORIGIC_PREMIUM_YOY,RECEIVE_REINSURE_NET_YOY,INSURED_INVEST_ADD_YOY,DISPOSAL_TFA_ADD_YOY,RECEIVE_INTEREST_COMMISSION_YOY,BORROW_FUND_ADD_YOY,LOAN_ADVANCE_REDUCE_YOY,REPO_BUSINESS_ADD_YOY,RECEIVE_TAX_REFUND_YOY,RECEIVE_OTHER_OPERATE_YOY,OPERATE_INFLOW_OTHER_YOY,OPERATE_INFLOW_BALANCE_YOY,TOTAL_OPERATE_INFLOW_YOY,BUY_SERVICES_YOY,LOAN_ADVANCE_ADD_YOY,PBC_INTERBANK_ADD_YOY,PAY_ORIGIC_COMPENSATE_YOY,PAY_INTEREST_COMMISSION_YOY,PAY_POLICY_BONUS_YOY,PAY_STAFF_CASH_YOY,PAY_ALL_TAX_YOY,PAY_OTHER_OPERATE_YOY,OPERATE_OUTFLOW_OTHER_YOY,OPERATE_OUTFLOW_BALANCE_YOY,TOTAL_OPERATE_OUTFLOW_YOY,OPERATE_NETCASH_OTHER_YOY,OPERATE_NETCASH_BALANCE_YOY,NETCASH_OPERATE_YOY,WITHDRAW_INVEST_YOY,RECEIVE_INVEST_INCOME_YOY,DISPOSAL_LONG_ASSET_YOY,DISPOSAL_SUBSIDIARY_OTHER_YOY,REDUCE_PLEDGE_TIMEDEPOSITS_YOY,RECEIVE_OTHER_INVEST_YOY,INVEST_INFLOW_OTHER_YOY,INVEST_INFLOW_BALANCE_YOY,TOTAL_INVEST_INFLOW_YOY,CONSTRUCT_LONG_ASSET_YOY,INVEST_PAY_CASH_YOY,PLEDGE_LOAN_ADD_YOY,OBTAIN_SUBSIDIARY_OTHER_YOY,ADD_PLEDGE_TIMEDEPOSITS_YOY,PAY_OTHER_INVEST_YOY,INVEST_OUTFLOW_OTHER_YOY,INVEST_OUTFLOW_BALANCE_YOY,TOTAL_INVEST_OUTFLOW_YOY,INVEST_NETCASH_OTHER_YOY,INVEST_NETCASH_BALANCE_YOY,NETCASH_INVEST_YOY,ACCEPT_INVEST_CASH_YOY,SUBSIDIARY_ACCEPT_INVEST_YOY,RECEIVE_LOAN_CASH_YOY,ISSUE_BOND_YOY,RECEIVE_OTHER_FINANCE_YOY,FINANCE_INFLOW_OTHER_YOY,FINANCE_INFLOW_BALANCE_YOY,TOTAL_FINANCE_INFLOW_YOY,PAY_DEBT_CASH_YOY,ASSIGN_DIVIDEND_PORFIT_YOY,SUBSIDIARY_PAY_DIVIDEND_YOY,BUY_SUBSIDIARY_EQUITY_YOY,PAY_OTHER_FINANCE_YOY,SUBSIDIARY_REDUCE_CASH_YOY,FINANCE_OUTFLOW_OTHER_YOY,FINANCE_OUTFLOW_BALANCE_YOY,TOTAL_FINANCE_OUTFLOW_YOY,FINANCE_NETCASH_OTHER_YOY,FINANCE_NETCASH_BALANCE_YOY,NETCASH_FINANCE_YOY,RATE_CHANGE_EFFECT_YOY,CCE_ADD_OTHER_YOY,CCE_ADD_BALANCE_YOY,CCE_ADD_YOY,BEGIN_CCE_YOY,END_CCE_OTHER_YOY,END_CCE_BALANCE_YOY,END_CCE_YOY,NETPROFIT_YOY,ASSET_IMPAIRMENT_YOY,FA_IR_DEPR_YOY,OILGAS_BIOLOGY_DEPR_YOY,IR_DEPR_YOY,IA_AMORTIZE_YOY,LPE_AMORTIZE_YOY,DEFER_INCOME_AMORTIZE_YOY,PREPAID_EXPENSE_REDUCE_YOY,ACCRUED_EXPENSE_ADD_YOY,DISPOSAL_LONGASSET_LOSS_YOY,FA_SCRAP_LOSS_YOY,FAIRVALUE_CHANGE_LOSS_YOY,FINANCE_EXPENSE_YOY,INVEST_LOSS_YOY,DEFER_TAX_YOY,DT_ASSET_REDUCE_YOY,DT_LIAB_ADD_YOY,PREDICT_LIAB_ADD_YOY,INVENTORY_REDUCE_YOY,OPERATE_RECE_REDUCE_YOY,OPERATE_PAYABLE_ADD_YOY,OTHER_YOY,OPERATE_NETCASH_OTHERNOTE_YOY,OPERATE_NETCASH_BALANCENOTE_YOY,NETCASH_OPERATENOTE_YOY,DEBT_TRANSFER_CAPITAL_YOY,CONVERT_BOND_1YEAR_YOY,FINLEASE_OBTAIN_FA_YOY,UNINVOLVE_INVESTFIN_OTHER_YOY,END_CASH_YOY,BEGIN_CASH_YOY,END_CASH_EQUIVALENTS_YOY,BEGIN_CASH_EQUIVALENTS_YOY,CCE_ADD_OTHERNOTE_YOY,CCE_ADD_BALANCENOTE_YOY,CCE_ADDNOTE_YOY,OPINION_TYPE,OSOPINION_TYPE,MINORITY_INTEREST,MINORITY_INTEREST_YOY,USERIGHT_ASSET_AMORTIZE,USERIGHT_ASSET_AMORTIZE_YOY
002714.SZ,002714,牧原股份,10182022,通用,2023-09-30 00:00:00,三季报,2023三季报,058001001,2023-10-28 00:00:00,2024-10-30 00:00:00,CNY,84512602680.63,,,,,,,,,,,,13898841.72,4618654265.19,,0.0,89145155787.54,66384373513.97,,,,,,12684661595.2,142695932.69,3245399085.68,,0.0,82457130127.54,,0.0,6688025660.0,1179000000.0,2494260.15,47626347.51,,,,,0.0,1229120607.66,13842115841.44,2008100000.0,,,,,,0.0,15850215841.44,,0.0,-14621095233.78,1048867112.64,1015000000.0,54527965474.87,,83621525.91,,0.0,55660454113.42,37841787091.59,7108513389.93,1184973346.05,,7404063381.71,,,0.0,52354363863.23,,0.0,3306090250.19,-6866972.64,,0.0,-4633846296.23,17910289723.66,,0.0,13276443427.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6673442567,,,,,,,,,,,,-91.9878762767,66.0474836077,,,3.5589033892,6.1448512697,,,,,,16.0341148535,18.8067411578,23.4499826114,,,8.1799861693,,,-32.1661872689,660.6451612903,319.7913343034,115.5209064832,,,,,,591.7124740812,19.1919543015,508.2386793882,,,,,,,32.7105619658,,,-24.2682305941,-63.9384787323,1.5,10.173099312,,1145397.2165829684,,,6.2190974685,-14.1865192173,112.2201526662,472.4508918116,,343.6389067384,,,,6.5927514563,,,0.6328532576,-289809.5961429669,,,-436.0368648966,113.0337234364,,,35.664600711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002714.SZ,002714,牧原股份,10182022,通用,2023-06-30 00:00:00,中报,2023中报,058001001,2023-08-18 00:00:00,2024-08-03 00:00:00,CNY,52777436933.62,,,,,,,,,,,,13976873.36,3789367551.73,,0.0,56580781358.71,46416756746.45,,,,,,8579007980.43,106272010.46,2522786609.02,,0.0,57624823346.36,,0.0,-1044041987.65,636000000.0,1397033.38,16220603.99,,,,,0.0,653617637.37,9554565889.82,790800000.0,,,,,,0.0,10345365889.82,,0.0,-9691748252.45,1026365511.26,1003000000.0,43684998191.61,,32421334.2,,0.0,44743785037.07,27983469853.84,1917563671.03,712885674.81,,7279243455.43,,,0.0,37180276980.3,,0.0,7563508056.77,-6865163.75,,0.0,-3179147347.08,17910289723.66,,0.0,14731142376.58,-2789224165.31,,6111079006.36,6107498504.58,3580501.78,12390886.2,2669526.95,,,,1058111.22,126400336.76,,1668794773.01,-1830900.5,2005093.48,2005093.48,,,-3942185553.65,2153102590.98,-5038583314.71,227625148.83,,0.0,-1044041987.65,,,,,14731142376.58,17910289723.66,,,,,-3179147347.08,13.6645431715,,,,,,,,,,,,-90.4024803032,110.0248093056,,,16.9447057407,23.7907050932,,,,,,17.6442852174,37.2143015842,-24.1530458769,,,19.5732003006,,,-648.2878581888,,,148.8966041815,,,,,,9929.4175528122,19.8583332646,1681.0810810811,,,,,,,29.0597751723,,,-21.0041877402,-46.2227395018,,7.7576453138,,25077.954059347,,,5.4066684524,-11.9398431819,-24.7660931243,614.6478201022,,243.4917067466,,,,2.0156297965,,,25.9942933852,-8262422.481646407,,,-75.0672891221,113.0337234364,,,123.4937911836,62.2463937763,,15.9179339388,15.8500172308,,3.6350740457,1206.8842363399,,,,-33.1855335465,122.8337677398,,3.6679918007,93.1106241547,105.3118481381,105.3118481381,,,-394.2263009239,158.6005641113,-216.4841012321,-37.2380727982,,,-648.2878581888,,,,,123.4937911836,113.0337234364,,,,,-75.0672891221,,,,,434406257.51,-6.1676406395
002714.SZ,002714,牧原股份,10182022,通用,2023-03-31 00:00:00,一季报,2023一季报,058001001,2023-04-28 00:00:00,2024-04-27 00:00:00,CNY,24586752851.96,,,,,,,,,,,,5590104.42,1668259120.91,,0.0,26260602077.29,24168084431.33,,,,,,4377745483.16,51204181.88,1517361590.83,,0.0,30114395687.2,,0.0,-3853793609.91,283000000.0,648404.16,10600249.42,,,0.0,,0.0,294248653.58,4058595551.25,283000000.0,,,,0.0,,0.0,4341595551.25,,0.0,-4047346897.67,1010389868.0,1000000000.0,26260395508.14,,81100818.58,,0.0,27351886194.72,13786485794.82,1169723314.07,600430230.22,,2221569090.24,,,0.0,17177778199.13,,0.0,10174107995.59,-6905144.63,,0.0,2266062343.38,17910289723.66,,0.0,20176352067.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.1678324194,,,,,,,,,,,,-55.2088102942,69.3651295367,,,31.0918120097,73.8515421742,,,,,,17.3436983804,32.0706061551,-37.2834554364,,,49.8941984523,,,-6520.1589301912,,,539.7940546569,,,,,,17659.8216506187,-31.3761896113,,,,,,,,-26.591150527,,,31.5472084736,-47.059796398,,2.1749263895,,,,,-0.9347057252,-25.572444828,68.8015683428,501.914402705,,981.8922113679,,,,-11.5535067019,,,24.2518203227,-143857279.79166666,,,2.1911806365,113.0337234364,,,89.8999194981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002714.SZ,002714,牧原股份,10182022,通用,2022-12-31 00:00:00,年报,2022年报,058001001,2023-04-28 00:00:00,2024-04-27 00:00:00,CNY,127402641896.52,,,,,,,,,,,,182265457.08,4235274201.81,,0.0,131820181555.41,90775355085.21,,,,,,14831553703.23,178848251.1,3023873713.94,,0.0,108809630753.48,,0.0,23010550801.93,305000000.0,944166.66,45604263.47,,,,,0.0,351548430.13,15738918946.02,541350000.0,,,,,,0.0,16280268946.02,,0.0,-15928720515.89,9723671057.39,1770000000.0,66577309212.68,,,,0.0,76300980270.07,64250484381.65,4190777891.87,357000000.0,,5439143613.28,,,0.0,73880405886.8,,0.0,2420574383.27,629416.72,,0.0,9503034086.03,8407255637.63,,0.0,17910289723.66,14933400591.58,,11190421623.02,11183526434.25,6895188.77,24081493.87,1204161.06,,,,2241278.21,204165258.99,,3131047461.14,-46891941.67,-6704024.24,-6704024.24,,,-3775986495.75,-702025381.2,-3728341606.52,844804362.33,,0.0,23010550801.93,,,,,17910289723.66,8407255637.63,,,,,9503034086.03,58.9545983908,,,,,,,,,,,,9173.5274295844,-8.7830001643,,,55.4568055505,93.7196724579,,,,,,3.7020564721,73.9967325861,-58.2127019732,,,58.8453683838,,,41.2121076255,,-85.3844894267,210.2825470341,,,,,,1561.563489345,-56.1007135842,297.0297029703,,,,,,,-54.7630478087,,,55.7138375393,437449.8833366332,79547.2123475678,35.0956777509,,,,,54.8000037439,160.6394077363,-53.2642935013,-76.219916264,,262.376031066,,,,110.3713686315,,,-82.9188142475,79712.4216986635,,,272.7293748838,-39.5550454558,,,113.0337234364,95.4996164824,,38.3188319399,38.2336041899,,13.9418636493,-37.4891267562,,,,2322.8968536277,57.1695024697,,36.7087234185,-470.1225830281,78.5725242828,78.5725242828,,,71.6016724523,62.4996255725,-131.3980774829,32.8602998882,,,41.2121076255,,,,,113.0337234364,-39.5550454558,,,,,272.7293748838,标准无保留意见,,,,916028105.22,17.0984327137
002714.SZ,002714,牧原股份,10182022,通用,2022-09-30 00:00:00,三季报,2022三季报,058001001,2022-10-25 00:00:00,2023-10-28 00:00:00,CNY,83126596153.87,,,,,,,,,,,,173472629.73,2781526202.53,,0.0,86081594986.13,62541303435.73,,,,,,10931838116.07,120107606.1,2628918220.18,,0.0,76222167378.08,,0.0,9859427608.05,155000000.0,594166.66,22098249.44,,,,,0.0,177692416.1,11613297157.98,330150000.0,,,,,,0.0,11943447157.98,,0.0,-11765754741.88,2908549267.39,1000000000.0,49492994038.82,,7300.02,,0.0,52401550606.23,44097718384.63,3349593947.9,207000000.0,,1668939146.06,,,0.0,49116251478.59,,0.0,3285299127.64,-2368.66,,0.0,1378969625.15,8407255637.63,,0.0,9786225262.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3818625919,,,,,,,,,,,,,-19.3487086347,,,41.985723753,90.5253835716,,,,,,5.4826677476,86.9759853097,-35.5687823936,,,61.031258006,,,-25.8308518456,,-89.1969698182,81.1995534971,,,,,,734.8037367232,-58.8535246829,184.7347994825,,,,,,,-57.8664031236,,,58.462068127,130780.136227782,44898.4250551231,38.9191846148,,-99.9434143935,,,47.0206455526,155.9956360017,-59.6373710009,-85.7731958763,,208.1203703838,,,,88.4276815997,,,-65.6921510216,-388.24230919,,,125.2733522038,-39.5550454558,,,15.7759732431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002714.SZ,002714,牧原股份,10182022,通用,2022-06-30 00:00:00,中报,2022中报,058001001,2022-08-31 00:00:00,2023-08-18 00:00:00,CNY,46432630142.19,,,,,,,,,,,,145630056.53,1804247585.92,,0.0,48382507784.64,37496156687.62,,,,,,7292328704.77,77449660.3,3326154145.79,,0.0,48192089198.48,,0.0,190418586.16,,,6517004.94,,,,,0.0,6517004.94,7971549102.66,44400000.0,,,,,,0.0,8015949102.66,,0.0,-8009432097.72,1908549267.39,,40540045269.54,,128768.74,,0.0,42448723305.67,31777674336.46,2548802462.43,99753424.66,,2119190452.77,,,0.0,36445667251.66,,0.0,6003056054.01,83.09,,0.0,-1815957374.46,8407255637.63,,0.0,6591298263.17,-7387967519.67,,5271901248.33,5271901248.33,,11956267.04,204266.52,,,,1583655.87,56724049.52,,1609749300.65,-26575709.34,-37747567.85,-37747567.85,,,-797647868.25,-3674201133.78,4325554527.54,362680304.73,,0.0,190418586.16,,,,,6591298263.17,8407255637.63,,,,,-1815957374.46,10.0866128916,,,,,,,,,,,,,-27.2874038442,,,8.3361570167,72.4959878857,,,,,,6.8599240666,102.7829776188,16.2260175899,,,53.1775201638,,,-98.5572183794,,,0.6283067981,,,,,,-52.4871986342,-64.286820332,-61.7076326003,,,,,,,-64.2790637823,,,64.2862757427,85781.711172659,,98.6639001607,,-97.8960368827,,,107.9322472653,149.2946775935,-64.0542542713,-86.8875483926,,495.253125713,,,,80.4800193265,,,2616.9414324863,-89.8539575549,,,79.8401542953,-39.5550454558,,,34.484694238,-166.1814088944,,51.5092969404,51.5092969404,,16.812110584,-81.3472466658,,,,4350.430154337,3.991870276,,58.402383116,-26.9185218315,-124.1675663808,-124.1675663808,,,90.4343864855,-327.1888622519,22.6756981312,6.7392585386,,,-98.5572183794,,,,,34.484694238,-39.5550454558,,,,,79.8401542953,,,,,462959964.42,31.8868714142
002714.SZ,002714,牧原股份,10182022,通用,2022-03-31 00:00:00,一季报,2022一季报,058001001,2022-04-30 00:00:00,2023-04-28 00:00:00,CNY,19034733641.83,,,,,,,,,,,,12480366.02,985007436.58,,0.0,20032221444.43,13901564593.03,,,,,,3730703517.6,38770308.83,2419396032.4,,0.0,20090434451.86,,0.0,-58213007.43,,,1656822.12,,,,,0.0,1656822.12,5914267261.26,,,,,,,0.0,5914267261.26,,0.0,-5912610439.14,1908549267.39,,25701408785.97,,,,0.0,27609958053.36,18523362433.4,692957610.26,99753424.66,,205341074.36,,,0.0,19421661118.02,,0.0,8188296935.34,4.8,,0.0,2217473493.57,8407255637.63,,0.0,10624729131.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.6818334788,,,,,,,,,,,,,-16.4035075618,,,-7.1549014316,15.5759210359,,,,,,14.5233323827,117.139741104,59.5272044412,,,19.4427879571,,,-101.2240351081,,,10.7557846296,,,,,,-43.3743923432,-59.1880647948,,,,,,,,-59.3610916204,,,59.3643063928,,,89.3256558767,,,,,103.3847039557,117.0056936894,-37.815231452,-85.8656832295,,27.6851735607,,,,97.9568342408,,,117.5320492928,112.8102481986,,,136.772312716,-39.5550454558,,,34.8544335668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002714.SZ,002714,牧原股份,10182022,通用,2021-12-31 00:00:00,年报,2021年报,058001001,2022-04-30 00:00:00,2023-04-28 00:00:00,CNY,80150334237.77,,,,,,,,,,,,1965438.27,4643075533.55,,0.0,84795375209.59,46859130997.62,,,,,,14302082531.24,102788281.39,7236346585.52,,0.0,68500348395.77,,0.0,16295026813.82,,6460032.0,14697656.67,,,,,0.0,21157688.67,35852334356.78,136350000.0,,,,187920.0,,0.0,35988872276.78,,0.0,-35967714588.11,2222300.0,2222300.0,49281598287.27,,6217154.77,,0.0,49290037742.04,24651101281.91,8966972376.87,1501256278.0,,1500966716.06,,,0.0,35119040374.84,,0.0,14170997367.2,788.62,,0.0,-5501689618.47,13908945256.1,,0.0,8407255637.63,7638583062.35,,8090309516.12,8090309516.12,,21134895.55,1926322.57,,,,-100826.91,129901320.41,,2290305536.36,12669300.34,-31287046.26,-31287046.26,,,-13296510118.11,-1872048991.29,11874426415.27,635859141.55,,0.0,16295026813.82,,,,,8407255637.63,13908945256.1,,,,,-5501689618.47,40.6932225397,,,,,,,,,,,,,50.8953482067,,,41.2193040974,66.7337899265,,,,,,110.1901944486,104.2396793215,280.7438120432,,,85.8421683405,,,-29.7196511941,,-83.4622223821,64.1352142325,,,,,,-99.1086224231,-22.17989692,-91.6359955834,,,,-99.2747918753,,,-24.5941550842,,,20.6943924683,-99.9606105846,-99.9568485437,50.589610772,,8.6876137046,,,28.4486057949,180.7542332311,162.6664660072,47.8412561979,,2621.6163008009,,,,186.7027145854,,,-45.7550084047,-99.9360310905,,,-239.0107400643,39.7715240052,,,-39.5550454558,-74.8522109188,,126.0441134602,126.0441134602,,21.396375235,-89.7510981651,,,,91.7650625383,593.8852454898,,117.1985453045,125.0088939065,-903.33395383,-903.33395383,,,5.1133507182,8.0709182658,296.9081656138,-48.3448167267,,,-29.7196511941,,,,,-39.5550454558,39.7715240052,,,,,-239.0107400643,标准无保留意见,,,,782271875.03,
002714.SZ,002714,牧原股份,10182022,通用,2021-09-30 00:00:00,三季报,2021三季报,058001001,2021-10-19 00:00:00,2022-10-25 00:00:00,CNY,57178106451.45,,,,,,,,,,,,,3448830335.44,,0.0,60626936786.89,32825706613.65,,,,,,10363634471.43,64236915.72,4080193294.25,,0.0,47333771295.05,,0.0,13293165491.84,,5500000.0,12195531.95,,,3590000.0,,0.0,21285531.95,28224281833.32,115950000.0,,,,6380000.0,,0.0,28346611833.32,,0.0,-28325326301.37,2222300.0,2222300.0,35627184377.78,,12900842.55,,0.0,35642307520.33,17225964892.75,8298750678.45,1455000000.0,,541651674.63,,,0.0,26066367245.83,,0.0,9575940274.5,821.76,,0.0,-5456219713.27,13908945256.1,,0.0,8452725542.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.383711882,,,,,,,,,,,,,67.9441073693,,,45.5452192109,95.4705913581,,,,,,132.3299732201,92.578918975,221.8818055178,,,109.860532608,,,-30.4029364823,,-83.6125525745,84.5811061619,,,-79.9655903713,,,-99.0992495122,-10.9297545023,-92.8575828508,,,,-74.8939103618,,,-14.9681866256,,,8.5494782609,-99.9568485437,-99.9568485437,38.5902366632,,-17.8084808306,,,15.4498476746,306.6980696032,197.6574039051,60.6145314735,,1480.339484056,,,,269.3238839357,,,-59.7897670959,-99.9342618826,,,-145.6865479543,39.7715240052,,,-61.3923753634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002714.SZ,002714,牧原股份,10182022,通用,2021-06-30 00:00:00,中报,2021中报,058001001,2021-08-27 00:00:00,2022-08-31 00:00:00,CNY,42178271201.72,,,,,,,,,,,,,2481341172.38,,0.0,44659612374.1,21737408010.01,,,,,,6824194166.77,38193373.63,2861798257.19,,0.0,31461593807.6,,0.0,13198018566.5,,5500000.0,6476313.82,,,1740000.0,,0.0,13716313.82,22321028753.98,115950000.0,,,,3500000.0,,0.0,22440478753.98,,0.0,-22426762440.16,2222300.0,2222300.0,20406347220.98,,6120294.55,,0.0,20414689815.53,12747032806.0,7090692961.74,760753424.66,,356015006.26,,,0.0,20193740774.0,,0.0,220949041.53,818.94,,0.0,-9007794013.19,13908945256.1,,0.0,4901151242.91,11163206772.25,,3479589275.9,3479589275.9,,10235468.72,1095101.17,,,,-37258.72,54546619.24,,1016240582.36,-20939189.14,-16838996.14,-16838996.14,,,-8338700565.77,1617245272.22,3526007671.8,339781547.76,,0.0,13198018566.5,,,,,4901151242.91,13908945256.1,,,,,-9007794013.19,97.8809158912,,,,,,,,,,,,,77.3982881613,,,96.6195690629,165.8922380926,,,,,,157.5884262172,67.0829307763,294.3420565204,,,171.8509033894,,,18.4676396326,,-81.7072615034,43.723730801,,,-83.565663533,,,-99.3708575403,24.0793789202,-92.8425925926,,,,-84.0076845872,,,14.3102796359,,,-28.5124767916,-99.9568485437,-99.9568485437,4.6735526552,,31.1288183916,,,-17.1814325901,273.1403131032,343.1482394154,1976.8589261807,,1358.5735000653,,,,300.6193105569,,,-98.8732415368,-99.9353201996,,,-167.7272558399,39.7715240052,,,-78.9209607807,-5.0588334595,,159.8214764684,159.8214764684,,28.2540873918,-85.1081157056,,,,-349.7465916731,718.6382031099,,158.1723281547,15.6244934831,-218.8069670685,-218.8069670685,,,-100.4228115339,539.8221169207,125.4000219612,-45.0775287438,,,18.4676396326,,,,,-78.9209607807,39.7715240052,,,,,-167.7272558399,,,,,351028089.04,
002714.SZ,002714,牧原股份,10182022,通用,2021-03-31 00:00:00,一季报,2021一季报,058001001,2021-04-30 00:00:00,2022-04-30 00:00:00,CNY,20397672126.91,,,,,,,,,,,,,1178287997.32,,0.0,21575960124.23,12028080302.91,,,,,,3257592527.2,17855003.71,1516604043.1,,0.0,16820131876.92,,0.0,4755828247.31,,,1495923.78,,,1430000.0,,0.0,2925923.78,14491513895.45,58800000.0,,,,2900000.0,,0.0,14553213895.45,,0.0,-14550287971.67,,,13575238214.26,,,,0.0,13575238214.26,8535887754.13,1114352640.43,705753424.66,,160818259.97,,,0.0,9811058654.53,,0.0,3764179559.73,-37.47,,0.0,-6030280202.1,13908945256.1,,0.0,7878665054.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0173127467,,,,,,,,,,,,,51.003960448,,,141.3740574565,300.6203241994,,,,,,190.081252842,37.4475188455,264.8289864201,,,269.3444510074,,,8.4627716337,,,-5.1657666095,,,,,,-99.8579444445,85.6776154153,-96.3703703704,,,,,,,54.4162634095,,,-97.5609893651,,,25.2343487209,,,,,-10.629650455,292.6622922791,476.0452719603,,,7045.0028108484,,,,314.0474765877,,,-70.6389553274,-100.002957927,,,-161.2747299401,39.7715240052,,,-60.1938509419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
