SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,EPSJB,EPSKCJB,EPSXS,BPS,MGZBGJ,MGWFPLR,MGJYXJJE,TOTALOPERATEREVE,MLR,PARENTNETPROFIT,KCFJCXSYJLR,TOTALOPERATEREVETZ,PARENTNETPROFITTZ,KCFJCXSYJLRTZ,YYZSRGDHBZC,NETPROFITRPHBZC,KFJLRGDHBZC,ROEJQ,ROEKCJQ,ZZCJLL,XSJLL,XSMLL,YSZKYYSR,XSJXLYYSR,JYXJLYYSR,TAXRATE,LD,SD,XJLLB,ZCFZL,QYCS,CQBL,ZZCZZTS,CHZZTS,YSZKZZTS,TOAZZL,CHZZL,YSZKZZL,TOTALDEPOSITS,GROSSLOANS,LTDRR,NEWCAPITALADER,HXYJBCZL,NONPERLOAN,BLDKBBL,NZBJE,TOTAL_ROI,NET_ROI,EARNED_PREMIUM,COMPENSATE_EXPENSE,SURRENDER_RATE_LIFE,SOLVENCY_AR,JZB,JZC,JZBJZC,ZYGPGMJZC,ZYGDSYLZQJZB,YYFXZB,JJYWFXZB,ZQZYYWFXZB,ZQCXYWFXZB,RZRQYWFXZB,EPSJBTZ,BPSTZ,MGZBGJTZ,MGWFPLRTZ,MGJYXJJETZ,ROEJQTZ,ZZCJLLTZ,ZCFZLTZ,REPORT_YEAR,ROIC,ROICTZ,NBV_LIFE,NBV_RATE,NHJZ_CURRENT_AMT,DJD_TOI_YOY,DJD_DPNP_YOY,DJD_DEDUCTDPNP_YOY,DJD_TOI_QOQ,DJD_DPNP_QOQ,DJD_DEDUCTDPNP_QOQ,XSMLL_TB,PER_TOI,PER_OI,PER_EBIT,STAFF_NUM,AVG_TOI,AVG_NET_PROFIT,PREPAID_ACCOUNTS_RATIO,ACCOUNTS_PAYABLE_TR,FIXED_ASSET_TR,CURRENT_ASSET_TR,PREPAID_ACCOUNTS_TDAYS,PAYABLE_TDAYS,OPERATE_CYCLE,GUARD_SPEED_RATIO,CASH_RATIO,INTEREST_COVERAGE_RATIO,CA_TA,NCA_TA,LIQUIDATION_RATIO,INTEREST_DEBT_RATIO,FC_LIABILITIES,FCFF_FORWARD,FCFF_BACK,SS_OI,SS_TA,NCO_OP,NCO_NETPROFIT,NCO_FIXED,FIRST_ADEQUACY_RATIO,NET_INTEREST_SPREAD,NET_INTEREST_MARGIN,LOAN_ADVANCES,NON_PERFORMING_LOAN,OVERDUE_LOANS,LOAN_PROVISION_RATIO,REVENUE_RATIO,LIABILITY,CAPITAL_PROVISIONS_SUM,RISK_COVERAGE,CAPITAL_LEVERAGE_RATIO,LIQUIDITY_COVERAGE_RATIO,NET_FUNDING_RATIO,NET_CAPITAL_LIABILITIES,NET_ASSETS_LIABILITIES,PROPRIETARY_CAPITAL,IS_BZ
002714.SZ,002714,牧原股份,10182022,通用,2023-09-30 00:00:00,三季报,2023三季报,058001001,2023-10-28 00:00:00,2024-10-30 00:00:00,CNY,-0.34,,-0.34,11.747218719136,3.225763660509,7.674256961436,1.223714169517,82968655500.72,3838491089.63,-1842329322.27,-1715583218.44,2.717616977271,-221.823088543615,-231.975305878659,-4.082391302937,-42.27594914046,-41.486838445554,-2.68,,-0.8780484786,-2.0239506454,4.6264352079,,0.218494913016,0.080609063985,,0.702164302876,0.221935688916,0.079150128652,59.6505965098,2.478351384409,1.47835138441,622.365037422107,134.488015350602,0.577889965684,0.433828997076,2.00761383307,467.216972145333,,,,,,,,,,,,,,,,,,,,,,,,,-217.241379310345,17.938513752,48.144794370231,11.763535257815,-33.943309125029,-199.2592592593,-187.139417951126,-2.952688819739,2023,0.354391042081,-88.12287682316,,,,-14.809144754367,-88.5688097588,-86.897292285616,12.392209753277,159.253097173816,169.788981984973,-45.312157681517,15.180850750803,15.180850750803,0.097309339512,,,,52.256923310272,3.677686603559,0.765756634361,1.361148138,5.166779498228,73.415717298672,135.066831951554,0.192868912545,0.186875891772,,31.301693542,68.698306458,166.677466729306,41.5217729668,18.654733873607,-26161898289.5,-3732601386.35,1.018608800764,0.445865900893,-4.700701663165,,0.060613723588,,,,,,,,,113065994784.57,,,,,,,,,0
002714.SZ,002714,牧原股份,10182022,通用,2023-06-30 00:00:00,中报,2023中报,058001001,2023-08-18 00:00:00,2024-08-03 00:00:00,CNY,-0.52,-0.52,-0.52,11.553945190106,3.207541412512,7.502753020671,-0.191029323074,51868974466.09,736093284.099999,-2779217657.24,-2786143275.0,17.171288615377,58.417329527418,59.448314269952,1.285446329514,-0.45104628473,0.563451406934,-3.89,-3.9,-1.4494435507,-5.3774422842,1.4191398455,,0.122629765725,-0.020128448623,,0.710266009722,0.225003703838,-0.012007284618,60.0585038003,2.503661843312,1.503661843312,667.800833429317,141.593940558234,0.551298685905,0.269541442582,1.271240840465,326.501775901183,,,,,,,,,,,,,,,,,,,,,,,,,59.375,38.1323913834,50.599812799501,40.85386717989,-633.917323979494,69.6330991413,64.791777533629,-9.662049419873,2023,-0.895052596938,81.830956288784,,,,6.466645488116,-5.174920064937,5.88309228633,14.349651413352,-31.977628111439,-22.509196682726,114.960727152602,9.490513981259,9.490513981259,-0.250165101601,,,,36.956941397105,2.334632256668,0.481268315949,0.834332324558,4.870532928196,77.099937039719,142.149788261325,0.205915718055,0.202200939728,-0.786445994245,32.1789941628,67.8210058372,165.563572217129,41.1540178254,20.1874143434,-12910039490.57,5242489200.71,1.017514563896,0.27499612179,0.389277077632,,-0.009561484886,,,,,,,,,115264676316.7,,,,,,,,,0
002714.SZ,002714,牧原股份,10182022,通用,2023-03-31 00:00:00,一季报,2023一季报,058001001,2023-04-28 00:00:00,2024-04-27 00:00:00,CNY,-0.22,,-0.22,12.66770843387,3.246482692911,8.517679964804,-0.70456115194,24198301291.41,455646274.060001,-1198054174.39,-1252147469.2,32.392802298751,76.872569612898,76.107314134601,4.743110399296,30.01755782951,30.612235840332,-1.67,,-0.6140056309,-4.9610729679,1.8829680174,,0.017301562436,-0.159258848937,,0.794139094469,0.304763458094,-0.045056232187,56.3683404278,2.291913738338,1.291913738336,727.186437091249,151.833327162331,0.55562428563,0.123764684556,0.592755238142,161.979960789416,,,,,,,,,,,,,,,,,,,,,,,,,77.777777777778,43.3722986792,55.993539386884,45.427234757029,-6341.39497386883,83.0456852792,80.740968634052,-13.523451236973,2023,-0.32578838648,91.664135538716,,,,32.392802298751,76.872569612898,76.107314134601,-45.069617506313,-110.192859415069,-110.675294031743,108.174807914868,4.424000026628,4.424000026628,-0.089287510259,,,,13.526902273765,1.003700348771,0.226325028686,0.370845451924,6.653408014528,89.668196399655,152.377486499308,0.277384005618,0.271355771917,,34.2900711684,65.7099288316,176.493789531256,36.7594779896,27.135421929992,-14325364806.59,-2527911302.44001,1.016052844201,0.1241193249,3.237182380847,,-0.03585657909,,,,,,,,,111659844741.46,,,,,,,,,0
002714.SZ,002714,牧原股份,10182022,通用,2022-12-31 00:00:00,年报,2022年报,058001001,2023-04-28 00:00:00,2024-04-27 00:00:00,CNY,2.49,2.44,2.45,12.931733043407,3.221934498413,8.732711990822,4.204926380425,124826212177.74,21839152706.75,13266156512.39,13029323049.56,58.228440839786,92.15793300987,92.030682529785,20.743153417642,4703.27458209409,2405.05993260075,21.01,20.63,8.0674561007,11.963353154,17.4956464077,,0.293426245756,0.18434069576,-0.0225612599,0.800570656917,0.31121283617,0.294376128922,54.3552905128,2.190834406078,1.19083440608,533.849466510202,127.112487487888,0.450110735957,0.674347400501,2.832137165393,799.803184509454,,,,,,,,,,,,,,,,,,,,,,,,,94.53125,33.7641191042,85.85812151658,26.416924853097,35.794992717673,62.7420604183,58.365348849149,-11.327202061186,2022,12.664625475432,52.759202252143,,,,94.853777230406,752.81490698531,728.862597122442,20.672775040546,43.411521453998,43.557422457478,4.483864705128,22.810624442359,22.810624442359,3.227217823115,140403.0,889056.588375889,94486.2753102854,64.547207614196,3.602530031936,1.21243675438,2.242434020838,5.577313307676,99.929770691332,127.564266300842,0.275383570494,0.266052722833,9.362608416505,32.4328180011,67.5671819989,183.003924432647,32.5526039035,26.601381216769,1841715820.80432,166964938.090656,1.020640133781,0.660296547382,1.549146586153,1.540878158382,0.216348516267,,,,,,,,,104877234930.92,,,,,,,,,0
002714.SZ,002714,牧原股份,10182022,通用,2022-09-30 00:00:00,三季报,2022三季报,058001001,2022-10-25 00:00:00,2023-10-28 00:00:00,CNY,0.29,,0.29,9.960460196946,2.177439763727,6.866512359092,1.852521150103,80773540062.83,6833210705.86999,1512298977.39,1299927442.5,43.516260415864,-82.625772942856,-84.972280536326,26.662793480918,96.903118561884,94.063258462872,2.7,,1.0076363823,2.259646321,8.4597142834,,0.254851931736,0.122062591294,-3.0602129926,0.655865570409,0.221399979938,0.114279747938,61.4654808921,2.595075851861,1.595075851861,605.480823616774,131.382554571545,0.553269625573,0.445926591675,2.055067363247,488.007993788703,,,,,,,,,,,,,,,,,,,,,,,,,-82.530120481928,-0.5750348306,27.331016734023,-6.472827489626,-26.66016748103,-83.3743842365,-84.865099785286,6.396713313409,2022,2.983812130298,-70.061738674444,,,,147.601002457454,1097.41412949548,1140.27269671196,40.461338449134,645.169805362422,601.295100225745,-64.928993630285,15.176813227261,15.176813227261,0.725742360727,,,,40.025104739868,2.515599626776,0.794345135248,1.533619612516,6.745766232338,107.330275106628,131.933737722273,0.183851806269,0.175402290405,,30.5850347437,69.4149652563,161.804262569417,34.1474740134,17.50961079409,-13814381064.0052,-7421465669.8289,1.029131521154,0.449315823789,5.893427756683,5.401844977283,0.094966125643,,,,,,,,,113715474439.23,,,,,,,,,0
002714.SZ,002714,牧原股份,10182022,通用,2022-06-30 00:00:00,中报,2022中报,058001001,2022-08-31 00:00:00,2023-08-18 00:00:00,CNY,-1.28,-1.31,-1.28,8.36439959838,2.129844222836,5.32662195997,0.035778820895,44267648738.04,-4199126389.38,-6683595896.21,-6870597916.81,6.571538093054,-170.161762933139,-172.81554903536,5.978182536034,-77.607690012004,-76.041145472825,-12.81,-13.17,-4.1167757108,-16.6893154036,-9.4857678442,,0.201873686752,0.004301529256,,0.573507177531,0.192362665819,0.00205755723,66.4820304364,2.983474276694,1.983474276696,729.715919365863,129.520071455784,0.716468686446,0.246671334999,1.389745990539,251.232193960715,,,,,,,,,,,,,,,,,,,,,,,,,-170.32967032967,-17.5254733857,26.790157926687,-28.951943357829,-98.573223953606,-174.3470690656,-151.075939694796,25.221935803466,2022,-4.926250446444,-144.776165459912,,,,21.528809194375,-158.658570341953,-165.646814751015,42.195433349958,70.978790334068,68.899597074867,-128.894505837949,8.31769790753,8.31769790753,-1.175945023394,,,,23.841402041679,1.585408043838,0.434966998233,0.869455680218,7.549891557775,113.53544010301,130.240826444282,0.153106742344,0.146650295532,0.155532142104,29.218002126,70.781997874,149.597884352405,35.100602039,14.664895025404,-3237230438.62,1508237947.58,1.048906627433,0.255609817982,-0.025338883476,,0.001831054774,,,,,,,,,120767486739.05,,,,,,,,,0
002714.SZ,002714,牧原股份,10182022,通用,2022-03-31 00:00:00,一季报,2022一季报,058001001,2022-04-30 00:00:00,2023-04-28 00:00:00,CNY,-0.99,,-0.99,8.835534165646,2.081164839051,5.857004693127,-0.010938021264,18277656240.56,-4210036797.49,-5180230377.25,-5240714569.53,-9.301463236913,-174.395760617926,-175.375459727125,-2.376020890518,-175.893589275075,-179.712435058873,-9.85,,-3.1881438855,-31.5104460073,-23.0337891362,,0.280843943077,-0.00318492736,,0.598287952983,0.204419601027,-0.000640547921,65.1833835116,2.872191789036,1.87219178904,889.527023398839,140.617906747652,0.621746147861,0.101177364636,0.640032283808,144.753610954558,,,,,,,,,,,,,,,,,,,,,,,,,-173.333333333333,-40.7882354778,-23.112036551611,-48.054790430896,-100.86461563767,-177.4371069182,-152.746386526658,35.604673976124,2022,-3.908273556904,-149.559226392977,,,,-9.301463236913,-174.395760617926,-175.375459727125,-19.154271774887,-187.712489437361,-180.97691350681,-150.204302347734,3.434307922615,3.434307922615,-0.957498982987,,,,17.852439726223,0.695117159422,0.182330650245,0.354475502905,5.041327761371,129.474576738742,141.246746194913,0.180392258457,0.177344777392,,29.5448407051,70.4551592949,152.601516838603,36.6043449704,17.733007338985,-11089743049.37,-3981469924.74,1.04142092352,0.103430777146,0.010020913722,,-0.00057671932,,,,,,,,,119959298117.64,,,,,,,,,0
002714.SZ,002714,牧原股份,10182022,通用,2021-12-31 00:00:00,年报,2021年报,058001001,2022-04-30 00:00:00,2023-04-28 00:00:00,CNY,1.28,1.26,1.28,9.667564912031,1.733545175278,6.907866174541,3.096525355075,78889870566.4,13209975382.11,6903777691.92,6785021475.69,40.181208302723,-74.850928644695,-75.170977079555,7.487711695752,-54.484167372482,-54.808533013872,12.91,12.68,5.0942053671,9.6825904359,16.7448308474,,0.4219959166,0.206554107604,-0.3676621791,0.623183880726,0.182495643506,0.208292213062,61.2987204377,2.583893895266,1.583893895268,684.254423547519,152.526003426415,0.353527360088,0.526120091608,2.360253280836,1018.30873828461,,,,,,,,,,,,,,,,,,,,,,,,,-75.984990619137,-24.2008339094,-34.862481851407,-26.692500646556,-49.793036747605,-82.6548434771,-85.282134397887,32.990547185822,2021,8.290581050907,-81.610286695207,,,,32.114249260385,-127.855843707782,-129.309406349781,53.339085821425,-119.113681841645,-137.474557520523,-72.40445647302,14.991352101384,14.991352101384,1.771088364278,137520.0,573661.071599767,50201.9901972077,36.64718759146,2.818148405513,0.998091608217,1.799102306546,9.823400475181,127.743450024048,152.876511739773,0.161042318172,0.155929983276,9.090902442636,27.5025777754,72.4974222246,162.286915828558,33.5430009604,15.591700168852,-4302299886.22045,7279669643.05141,1.015977509689,0.452147863215,2.124982729602,2.133252552314,0.163685330929,,,,,,,,,108661642156.23,,,,,,,,,0
002714.SZ,002714,牧原股份,10182022,通用,2021-09-30 00:00:00,三季报,2021三季报,058001001,2021-10-19 00:00:00,2022-10-25 00:00:00,CNY,1.66,,1.66,10.018067574851,1.710062339544,7.341729868216,2.525941342481,56281803768.28,13576113961.93,8704266223.85,8650197693.95,43.70597549773,-58.527075389878,-58.736334100476,-4.412300940988,-42.092750860968,-42.146831700949,16.24,,6.6577008636,17.2607618342,24.121675307,,0.432686911352,0.236189400513,-0.261921028,0.709717214038,0.197562184418,0.20215759144,57.7700936222,2.367990094635,1.367990094636,700.002266653488,173.41148426246,0.225516908627,0.385713036746,1.556990306313,1197.24947297448,,,,,,,,,,,,,,,,,,,,,,,,,-59.213759213759,-9.259482259,-30.507780400466,-7.949158515829,-50.440209711786,-74.4131085552,-77.402628957464,33.292905226923,2021,9.966551156233,-73.231614314702,,,,-18.684739388053,-108.053026291269,-107.736280113492,-31.058036800539,-132.061789010685,-131.634423054768,-62.698484900936,10.694558422141,10.694558422141,2.127689771179,,,,18.578277233667,2.160966147291,0.762649394696,1.314765332315,14.533102106514,124.944113695846,173.635921527813,0.156860799314,0.151312193826,,27.5809885741,72.4190114259,172.228078108179,33.2762369766,15.131207064458,-13592660096.1024,-2506608393.51081,1.015925265773,0.337921559911,1.362139447501,1.368360231037,0.149252418459,,,,,,,,,97750038905.93,,,,,,,,,0
002714.SZ,002714,牧原股份,10182022,通用,2021-06-30 00:00:00,中报,2021中报,058001001,2021-08-27 00:00:00,2022-08-31 00:00:00,CNY,1.82,1.81,1.82,10.141797645594,1.679818258502,7.497209933267,2.507669019635,41537965511.38,13636485073.37,9525980558.07,9435619188.25,97.490860143088,-11.665879544326,-12.720333324775,12.321611879163,-13.504998660469,-13.755711476209,17.23,17.07,8.0601076268,26.8747075954,32.8289672002,,0.492100730983,0.317733870786,-0.119104559,0.644536659109,0.146933042926,0.222487935637,53.0913613576,2.131803499188,1.131803499186,600.171559878631,163.53050188113,0.192616464774,0.299914244581,1.100712086916,934.499551797609,,,,,,,,,,,,,,,,,,,,,,,,,-12.918660287081,23.1611721526,-29.4376077739,42.737435032768,-15.639027220349,-54.4661733615,-51.725766239717,17.013057972862,2021,11.001948013735,-49.511865634653,,,,64.977358018417,-61.475322100849,-62.506947426846,6.122308156635,-63.192847105496,-64.290618256623,-47.386771316872,7.892356623588,7.892356623588,2.259843658955,,,,12.821999416875,1.498295973026,0.58649563702,1.076384849705,14.038372187345,120.136477198472,163.724914083621,0.107885005149,0.101748287983,16.82513318191,24.7675029421,75.2324970579,187.347150480919,30.1816737557,10.174828798279,-2524174730.52068,9917999677.06994,1.015414950695,0.273225422395,1.188804989635,1.182278429108,0.158787478825,,,,,,,,,81958033706.33,,,,,,,,,0
002714.SZ,002714,牧原股份,10182022,通用,2021-03-31 00:00:00,一季报,2021一季报,058001001,2021-04-30 00:00:00,2022-04-30 00:00:00,CNY,1.35,,1.34,14.921923433537,2.706749854869,11.275350974059,1.265073263476,20152096045.72,9245803830.81,6963072000.64,6952812743.7,149.717954232835,68.540589915859,65.988033742285,21.469053377447,10.315240764227,10.114801006699,12.72,,6.0442887095,39.9430414996,45.8801099887,,0.415321155924,0.235996704091,-0.1445657387,0.841174014364,0.25842124999,0.10099679057,48.0686849504,1.925620406579,0.925620406579,594.755463837413,200.610665074054,0.114693856858,0.151322695582,0.448630186071,784.697650473811,,,,,,,,,,,,,,,,,,,,,,,,,22.727272727273,31.116409003,-41.250281186577,74.499026380795,-36.393477007959,-22.4862888483,-17.639071449556,13.506696522793,2021,7.886066513456,-17.813399274578,,,,149.717954232835,68.540589915859,65.988033742285,17.762348451875,7.72756501145,9.256601056788,-28.899625648529,5.360554793975,5.360554793975,2.248252050517,,,,4.34387668468,0.723705660978,0.313083103265,0.513060196218,20.718820199805,124.359950257092,200.738857915602,0.193067568783,0.187387991609,,27.5607529561,72.4392470439,206.870384360328,29.6160946639,18.738799160928,-11592255357.7301,-3145355286.82581,1.012186130943,0.141927727187,0.591388513512,0.590833084388,0.067744221682,,,,,,,,,69083701587.16,,,,,,,,,0
002714.SZ,002714,牧原股份,10182022,通用,2020-12-31 00:00:00,年报,2020年报,058001001,2021-04-30 00:00:00,2022-04-30 00:00:00,CNY,5.33,7.43,5.28,12.754183733992,2.66136202998,9.423137108027,6.167521703132,56277065607.85,34148627776.43,27451421940.73,27326977374.14,178.305425898578,348.96613048257,360.2416456248,18.098631954314,6.751404821019,6.949438795306,74.43,74.09,34.6123922097,53.9736206003,60.6794746805,,0.512890918562,0.411992895251,-0.0074298692,0.894428967839,0.408035781553,0.532474287268,46.0925394585,1.855030806413,0.855030806412,561.374183512547,230.570806552756,0.112302224587,0.64128349784,1.561342502038,3205.63551900565,,,,,,,,,,,,,,,,,,,,,,,,,221.084337349398,36.1774398506,-40.414033319211,105.405611198553,36.120854160326,110.9693877551,125.948746507871,15.120433563276,2020,45.08270962955,107.205043521996,,,,101.607253795975,36.724708741609,38.701912124813,-5.621022748333,-36.655006426731,-37.318085706642,68.77406241411,14.969971021902,14.969971021902,8.25190531668,121995.0,461306.329012255,225020.877418993,14.739473108662,2.244098246638,1.454286518778,1.922725640488,24.424210916226,160.420783956021,230.689385425151,0.336892146119,0.335149832779,25.7887441207,31.7600642865,68.2399357135,215.546808133052,25.5582015122,33.514983277883,-14977344308.5493,-5411419851.5478,1.01228013934,0.464563566235,0.762088562849,0.763322694806,0.396131144248,,,,,,,,,56522016805.29,,,,,,,,,0
002714.SZ,002714,牧原股份,10182022,通用,2020-09-30 00:00:00,三季报,2020三季报,058001001,2020-10-20 00:00:00,2021-10-19 00:00:00,CNY,4.07,,4.04,11.040346500385,2.460796833658,7.975733572711,5.096755510448,39164553577.78,25326441632.13,20987828337.83,20963231223.84,233.790078239107,1413.2768496683,1453.45985095541,39.766958256542,50.786507552916,50.741511124573,63.47,,29.4622805948,58.9349672684,64.6667440798,,0.582371624562,0.487690521517,0.0113838026,1.142285048689,0.733179711453,0.556637164814,43.3407115884,1.764935684923,0.764935684924,540.095364012993,206.859350710104,,0.499911715579,1.305234687594,,,,,,,,,,,,,,,,,,,,,,,,,,943.589743589744,48.3443643929,-32.133421428019,206.503935773658,133.158254025127,516.8124392614,579.369173871481,-6.16901406901,2020,37.232544664459,397.580835575714,,,,296.457861879491,561.461125456383,554.342300707959,39.87365790449,53.379617777533,53.312841483779,244.997769110901,10.450798786479,10.450798786479,6.287460678306,,,,10.786051925901,2.259680682403,1.320339984321,1.332395766136,25.032328961039,119.485908828886,,0.659831699144,0.655616915644,,37.7611653601,62.2388346399,229.103716484183,26.5494819756,65.561506389538,-12058751356.8361,-11587067247.3592,1.011156517918,0.381519874384,0.823792851272,0.827506222742,0.47206746757,,,,,,,,,44987352658.64,,,,,,,,,0
002714.SZ,002714,牧原股份,10182022,通用,2020-06-30 00:00:00,中报,2020中报,058001001,2020-07-18 00:00:00,2021-08-27 00:00:00,CNY,2.09,2.94,2.09,8.234573825772,2.380614099816,5.25244826737,2.972546352903,21032854624.91,13123826685.6,10784032839.1,10810787377.73,193.760502844588,7026.07784749466,5449.35808608745,35.063574963662,58.103122927591,58.622280552889,37.84,37.93,16.6965003874,55.9031378326,62.3967926354,,0.624722944851,0.52967659044,-0.0449416614,1.154812517435,0.798750672512,0.350211060803,45.3721680959,1.830568714049,0.830568714049,602.675086178727,210.438202990939,,0.298668393846,0.855357997938,,,,,,,,,,,,,,,,,,,,,,,,,,5325.0,79.432727713,68.955763552941,168.248657806569,339.267349562662,3056.25,3512.62451475525,-20.415010293717,2020,21.79115578746,2899.70138832404,,,,215.264663481785,1626.90170612734,1751.51898153776,60.632016475757,61.026635399843,58.091423742326,1427.74345245171,5.612002505966,5.612002505966,3.206905177661,,,,10.651887324065,1.204674027079,0.850757725484,0.746796079822,16.898413823186,149.418013465809,,0.750207785416,0.747680020995,29.546154771538,41.7654546397,58.2345453603,218.626873779975,25.1541992145,74.766461726816,-3954544798.61032,-8111955855.66746,1.013413401246,0.242332382842,0.940507254991,0.947489910184,0.364301511119,,,,,,,,,39908273769.17,,,,,,,,,0
002714.SZ,002714,牧原股份,10182022,通用,2020-03-31 00:00:00,一季报,2020一季报,058001001,2020-04-27 00:00:00,2021-04-30 00:00:00,CNY,1.1,,1.1,11.380668176472,4.60725584656,6.461555234958,1.988904917243,8069942791.11,5207424943.06,4131391734.25,4188743361.16,164.752406585923,863.746556338057,848.324352738078,24.834335029961,76.41562587483,79.974240595592,16.41,,7.3387816479,56.3188768092,64.5286475735,,0.638931405294,0.543344165593,-0.0969339783,1.231749858862,0.85405771578,0.173536202241,42.3487656878,1.734568239397,0.734568239397,690.673078452753,262.678269728369,,0.130307670601,0.342624458784,,,,,,,,,,,,,,,,,,,,,,,,,,523.076923076923,155.4880446662,226.983877605136,254.386483396756,3278.22699554098,464.6666666667,501.602474245738,-26.628158674069,2020,9.595318998291,679.342945949136,,,,164.752406585923,863.746556338057,848.324352738078,-4.925764169081,-12.608470416614,-8.70366292571,731.104334133096,3.660488219417,3.660488219417,2.109930276867,,,,5.293491756366,0.519374494011,0.392101737281,0.318246212687,17.002010042192,173.285367375191,,0.809249729894,0.807778861871,,43.8513791881,56.1486208119,234.31065430653,22.4666659645,80.777886187057,-3783293998.58511,-7581019832.29369,1.010974188728,0.114951828685,0.94975159586,0.964763852507,0.196641323374,,,,,,,,,30056291626.76,,,,,,,,,0
002714.SZ,002714,牧原股份,10182022,通用,2019-12-31 00:00:00,年报,2019年报,058001001,2020-02-27 00:00:00,2021-04-30 00:00:00,CNY,1.66,2.73,1.66,9.365856597084,4.46642419051,4.58757531162,4.530916104793,20221332525.64,7270191980.0,6114363662.85,5937528173.28,51.038948001607,1075.3671426472,1186.55128812496,26.858919664175,292.719059279884,297.737720061351,35.28,34.24,15.318691847,31.3355120366,35.9530805934,0.010912941035,0.653278630415,0.493978096559,-0.2706893093,1.078331298244,0.683916450227,0.549772786686,40.0385387996,1.66773787693,0.667737876929,736.406505583334,180.385872468042,0.279858031454,0.488860428677,1.995721699679,1286.36651279855,,,,,,,,,,,,,,,,,,,,,,,,,876.470588235294,98.6861518402,216.988843138108,120.268378409079,595.905161278046,1142.2535211268,681.578755648568,-25.944730232997,2019,21.757534885855,337.247333492874,,,,101.773077845863,2680.5583318631,3100.14784839887,85.594946724661,206.457048814691,195.709175044299,266.289370544694,9.172301639184,9.172301639184,3.101421528654,50319.0,401862.766065303,121512.026527753,43.142159916684,3.316282335366,1.247889344822,1.376863263548,8.344505715412,108.555292823181,180.667691877,0.603049183377,0.601746145347,17.836144363261,37.0459640803,62.9540359197,247.603449643761,16.02084614,60.174614534715,-639769836.944388,-9810495547.75737,1.011129669583,0.386608226682,1.581814545134,1.576416227004,0.529514581684,,,,,,,,,21175016303.49,,,,,,,,,0
002714.SZ,002714,牧原股份,10182022,通用,2019-09-30 00:00:00,三季报,2019三季报,058001001,2019-10-12 00:00:00,2020-10-20 00:00:00,CNY,0.39,,0.39,7.442376760024,3.625933243486,2.60216350977,2.185964006189,11733288713.79,2199299956.12,1386912668.52,1349454330.02,27.793694880859,296.044881379387,324.174471009444,6.018920132059,251.322610230729,313.163348923006,10.29,,4.336711427,12.3957649988,18.7441049971,0.010068648611,0.600788775354,0.402771204155,-0.887800758,0.84270312421,0.404127289496,0.33115023351,46.1901909677,1.858397229025,0.858397229024,771.749886069272,170.932590956339,3.171126894813,0.349854279053,1.579570042725,85.143234236913,,,,,,,,,,,,,,,,,,,,,,,,,129.411764705882,57.9106719737,157.337936372182,22.768418424447,532.888352339085,266.1921708185,220.034060688049,-16.84388186676,2019,7.482712757894,107.249577063111,,,,24.668251650287,259.71250891367,269.381081777494,11.228016718279,300.433998963175,333.812143603714,73.72487855975,5.427309558476,5.427309558476,0.886924380434,,,,50.081307955147,2.737040607946,0.805367222508,1.076108967115,5.391232997385,98.646691326447,174.100477372284,0.286647281178,0.271792046627,,32.2994174992,67.7005825008,214.245817600928,23.4543816678,27.179204662713,-3707058515.7626,-5485223193.43488,0.995400426882,0.313678361686,3.254193502314,3.249264601212,0.303071330855,,,,,,,,,17198191348.95,,,,,,,,,0
002714.SZ,002714,牧原股份,10182022,通用,2019-06-30 00:00:00,中报,2019中报,058001001,2019-08-27 00:00:00,2020-07-18 00:00:00,CNY,-0.04,-0.1,-0.04,4.589226241348,1.409016212146,1.958052021702,0.676705508812,7159864726.96,292426450.230001,-155701871.63,-202095040.26,29.873452771752,-97.953634732102,-98.31968850038,9.899518900545,382.690210943652,252.083624428165,-1.28,-1.68,-0.4892568847,-2.0888717987,4.0842454625,0.010554953429,0.41364923151,0.197083260509,,0.583958961276,0.196865563078,0.093385829415,57.01096182,2.326174397792,1.326174397793,768.506147795637,152.832082613803,1.491514993124,0.234220637683,1.177763182452,120.682662145418,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.8160317373,0.0,2.30626734541,875.074940633143,-103.1746031746,-54.437398177767,6.168230645365,2019,0.726444167819,-10.149217982111,,,,49.115606517689,279.43540361448,248.257758185957,34.89527328255,171.216293219798,163.895462874035,-35.680316667449,3.433602159134,3.433602159134,0.078624712227,,,,56.759664514627,2.637153537342,0.509147060892,0.769691579722,3.171266101364,68.255411545519,154.318819670466,0.146806662389,0.138433605089,4.519012061524,28.1947495776,71.8052504224,173.434372791531,32.2553367426,13.843360508943,-1439009983.81,96167179.9699993,0.990813332238,0.226677804585,-8.48250528468,,0.096780336394,,,,,,,,,17842102463.25,,,,,,,,,0
